Loan_SubType,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Loan_SubType_Cat,Loan_Type_Cat,Loan_Status_Cat,Borrower_Type_Cat
Auto Refinance,Refinance,19249.23,19725.39,19725.39,APPROVED,P,TX,650.0,CAR,20375.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,33.004,643.98,36,3.0,0,5,0,0
Auto Refinance,Refinance,195.0,19436.63,19436.63,APPROVED,P,TX,676.0,CAR,25375.0,0,2 YR USED,1.tov-Vehicle T3,66,5.0,909.11,16.158,348.11,200,16.67,0,5,0,0
New Vehicle Loan,Purchase-Other,15.0,1652.23,0.0,DECLINED,P,TX,722.0,CAR,35825.0,0,5 YR USED,1.tov-Vehicle T2,48,2.0,965.3,46.334,0.0,144,12.0,2,4,1,0
Auto Refinance,Refinance,1626.82,16239.82,0.0,APPROVED,P,TX,709.0,CAR,18000.0,0,6-10 YR USED,1.tov-Vehicle T4,36,2.0,1.0,40.567,0.0,36,3.0,0,5,0,0
Auto Refinance,Refinance,32943.25,31597.5,0.0,DECLINED,P,TX,672.0,CAR,28725.0,0,3 YR USED,1.tov-Vehicle T4,66,2.0,637.28,31.864,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,15.0,6.0,6.0,APPROVED,P,NM,695.0,CAR,10400.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,1.0,28.378,236.43,6,0.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,24536.56,24536.56,0.0,APPROVED,P,TX,638.0,CAR,24350.0,0,3 YR USED,6.tov-Vehicle T3,66,7.0,1.0,17.58,0.0,119,9.92,5,4,0,0
Auto Refinance,Refinance,15644.72,15677.72,0.0,DECLINED,P,TX,713.0,CAR,25850.0,0,2 YR USED,1.tov-Vehicle T2,66,2.0,497.0,23.856,0.0,86,7.17,0,5,1,0
Auto Refinance,Refinance,22575.73,22611.23,0.0,APPROVED,P,TX,620.0,CAR,26275.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,798.97,18.166,0.0,168,14.0,0,5,0,0
Auto Refinance,Refinance,1178.26,11743.76,11743.76,APPROVED,P,TX,812.0,CAR,24775.0,0,3 YR USED,1.tov-Vehicle T2,60,2.0,262.83,10.109,227.83,54,4.5,0,5,0,0
Auto Refinance,Refinance,3242.0,32613.66,32613.66,APPROVED,P,TX,701.0,CAR,37950.0,0,2 YR USED,1.tov-Vehicle T2,66,3.0,1.0,35.009,576.67,12,1.0,0,5,0,0
Auto Refinance,Refinance,13392.94,13425.94,0.0,DECLINED,P,TX,677.0,CAR,15790.0,0,3 YR USED,1.tov-Vehicle T3,66,2.0,278.4,9.545,0.0,37,3.08,0,5,1,0
Auto Refinance,Refinance,7469.19,754.69,0.0,DECLINED,P,TX,719.0,CAR,16225.0,0,4 YR USED,1.tov-Vehicle T2,36,3.0,1.0,31.216,0.0,156,13.0,0,5,1,0
Auto Refinance,Refinance,16787.64,16818.14,0.0,APPROVED,P,TX,684.0,CAR,25425.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,532.17,16.535,0.0,14,1.17,0,5,0,0
Auto Refinance,Refinance,35447.91,3731.91,0.0,DECLINED,P,TX,647.0,CAR,28575.0,0,2 YR USED,1.tov-Vehicle T3,66,7.0,1.0,22.11,0.0,27,2.25,0,5,1,0
Used Vehicle Loan,Dealer Purchase,72.0,72.0,7216.25,APPROVED,P,TX,768.0,CAR,8138.0,0,6-10 YR USED,1.tov-Vehicle T1,36,4.0,1.0,21.46,232.33,12,1.0,5,1,0,0
Auto Refinance,Refinance,246.0,24653.94,24653.94,APPROVED,P,TX,637.0,CAR,29425.0,0,2 YR USED,1.tov-Vehicle T3,66,5.0,2.0,36.288,442.0,194,16.17,0,5,0,0
Auto Refinance,Refinance,2.0,133.72,133.72,APPROVED,P,TX,628.0,CAR,16275.0,0,5 YR USED,1.tov-Vehicle T3,48,2.0,386.51,18.033,321.13,12,1.0,0,5,0,0
Auto Refinance,Refinance,25.0,23371.87,23371.87,APPROVED,P,AZ,843.0,CAR,33275.0,0,5 YR USED,1.tov-Vehicle T1,48,6.0,1.0,20.416,564.63,240,20.0,0,5,0,0
Auto Refinance,Refinance,22.0,178.0,0.0,APPROVED,P,AZ,682.0,CAR,17800.0,0,5 YR USED,1.tov-Vehicle T3,48,3.0,1.0,40.054,0.0,116,9.67,0,5,0,0
Used Vehicle Loan,Purchase-Other,32.0,34625.0,34625.0,APPROVED,P,OK,781.0,CAR,34625.0,0,6-10 YR USED,1.tov-Vehicle T1,36,3.0,1.0,30.441,1107.31,12,1.0,5,4,0,0
Other Secured Loan,Purchase-Other,1.0,8.0,0.0,APPROVED,P,TX,800.0,CAR,12125.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,2.0,797.0,32.113,0.0,78,6.5,3,4,0,0
Auto Refinance,Refinance,29476.0,29634.13,29634.13,APPROVED,P,TX,639.0,CAR,34150.0,0,2 YR USED,1.tov-Vehicle T3,66,1.0,691.74,39.908,530.74,77,6.42,0,5,0,0
Auto Refinance,Refinance,35.0,18422.6,18422.6,APPROVED,P,TX,674.0,CAR,25500.0,0,3 YR USED,1.tov-Vehicle T3,66,3.0,848.98,26.534,334.43,84,7.0,0,5,0,0
Auto Refinance,Refinance,4.0,44.0,44.0,APPROVED,P,TX,660.0,CAR,37665.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,2.0,860.48,28.94,731.96,72,6.0,0,5,0,0
Auto Refinance,Refinance,18255.61,18288.61,0.0,APPROVED,P,TX,625.0,CAR,26825.0,0,5 YR USED,1.tov-Vehicle T3,48,7.0,2.0,38.135,0.0,120,10.0,0,5,0,0
Auto Refinance,Refinance,146.59,179.59,0.0,APPROVED,P,TX,678.0,CAR,24100.0,0,4 YR USED,1.tov-Vehicle T3,54,4.0,1.0,43.468,0.0,98,8.17,0,5,0,0
Used Vehicle Loan,Dealer Purchase,32998.0,3724.5,0.0,APPROVED,P,TX,723.0,CAR,30525.0,0,3 YR USED,1.tov-Vehicle T2,66,6.0,1.0,25.587,0.0,29,2.42,5,1,0,0
Used Vehicle Loan,Purchase-Other,6238.86,6924.4,0.0,APPROVED,P,TX,760.0,CAR,15575.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,5.0,271.09,5.317,0.0,44,3.67,5,4,0,0
Used Vehicle Loan,Purchase-Other,42.0,21225.0,0.0,DECLINED,P,TN,828.0,CAR,21225.0,0,5 YR USED,6.tov-Vehicle T1,36,11.0,3.0,28.742,0.0,99,8.25,5,4,1,0
Auto Refinance,Refinance,6929.0,6986.75,6986.75,APPROVED,P,TX,654.0,CAR,19425.0,0,4 YR USED,1.tov-Vehicle T3,36,8.0,1.0,23.049,217.37,12,1.0,0,5,0,0
Auto Refinance,Refinance,42.0,3771.98,3771.98,APPROVED,P,TX,0.0,CAR,33890.0,0,72 MO NEW,1.tov-Vehicle T1,72,5.0,1.0,18.95,601.83,60,5.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,25.0,3469.65,3469.65,APPROVED,P,TX,0.0,CAR,28975.0,0,2 YR USED,1.tov-Vehicle T1,66,5.0,1.0,26.231,527.85,292,24.33,5,1,0,0
Other Secured Loan,Refinance,5.0,162.0,412.0,APPROVED,P,TX,756.0,CAR,1620.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,24,3.0,1.0,32.69,168.03,109,9.08,3,5,0,0
Other Secured Loan,Refinance,15.0,1533.0,1533.0,APPROVED,P,TX,750.0,CAR,18625.0,0,6-10 YR USED,1.tov-Vehicle T2,36,2.0,517.41,21.699,487.22,72,6.0,3,5,0,0
Auto Refinance,Refinance,13911.53,13911.53,13911.53,APPROVED,P,TX,742.0,CAR,22775.0,0,4 YR USED,1.tov-Vehicle T2,46,2.0,848.57,40.731,342.38,48,4.0,0,5,0,0
Auto Refinance,Refinance,15.0,1469.28,1469.28,APPROVED,P,TX,743.0,CAR,19975.0,0,5 YR USED,1.tov-Vehicle T2,48,2.0,757.65,34.963,345.27,186,15.5,0,5,0,0
Used Vehicle Loan,Refinance,5.0,528.0,528.0,APPROVED,P,TX,686.0,CAR,5250.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,7.0,1.0,24.641,199.13,37,3.08,5,5,0,0
Auto Refinance,Refinance,18.0,18172.68,18172.68,APPROVED,P,TX,727.0,CAR,34625.0,0,5 YR USED,1.tov-Vehicle T2,48,3.0,1.0,36.15,445.84,67,5.58,0,5,0,0
Auto Refinance,Refinance,19747.25,1992.1,1992.1,APPROVED,P,AZ,720.0,CAR,21150.0,0,5 YR USED,1.tov-Vehicle T4,48,2.0,965.46,32.431,516.11,24,2.0,0,5,0,0
New Vehicle Loan,Purchase-Other,4.0,4196.8,4196.8,APPROVED,P,AZ,664.0,CAR,38250.0,0,3 YR USED,1.tov-Vehicle T3,66,4.0,1.0,31.691,729.18,109,9.08,2,4,0,0
Used Vehicle Loan,Dealer Purchase,35.0,35364.65,35364.65,APPROVED,P,TX,733.0,CAR,39650.0,0,5 YR USED,1.tov-Vehicle T2,48,8.0,2.0,25.012,863.56,92,7.67,5,1,0,0
Used Vehicle Loan,Purchase-Other,299.0,2996.42,0.0,APPROVED,P,TX,827.0,CAR,64550.0,0,60 MO NEW,1.tov-Vehicle T1,66,3.0,734.6,20.81,0.0,12,1.0,5,4,0,0
Other Secured Loan,Purchase-Other,6.0,164.0,164.0,APPROVED,P,TX,632.0,CAR,1640.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,15,1.0,386.9,25.793,121.73,246,20.5,3,4,0,0
Auto Refinance,Refinance,16889.2,1655.56,1655.56,APPROVED,P,TX,788.0,CAR,35575.0,0,3 YR USED,1.tov-Vehicle T1,60,5.0,833.26,15.604,314.74,480,40.0,0,5,0,0
Auto Refinance,Refinance,38315.72,38343.72,0.0,APPROVED,P,TX,733.0,CAR,34825.0,0,3 YR USED,1.tov-Vehicle T2,66,8.0,2.0,33.169,0.0,0,0.0,0,5,0,0
Used Vehicle Loan,Dealer Purchase,2.0,2425.0,2425.0,APPROVED,P,TX,750.0,CAR,20425.0,0,6-10 YR USED,1.tov-Vehicle T2,36,2.0,1.0,41.943,663.73,14,1.17,5,1,0,0
Auto Refinance,Refinance,18853.0,1912.77,0.0,DECLINED,P,AZ,710.0,CAR,20925.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,562.04,17.294,0.0,18,1.5,0,5,1,0
Auto Refinance,Refinance,18853.0,1916.77,1916.77,APPROVED,P,AZ,710.0,CAR,20925.0,0,4 YR USED,1.tov-Vehicle T2,54,3.0,562.09,17.296,410.67,18,1.5,0,5,0,0
Used Vehicle Loan,Refinance,2979.43,29892.96,29892.96,APPROVED,P,TX,746.0,CAR,66995.0,0,72 MO NEW,1.tov-Vehicle T2,72,12.0,2.0,20.722,490.47,48,4.0,5,5,0,0
Auto Refinance,Refinance,28554.5,28587.5,0.0,DECLINED,P,TX,647.0,CAR,36400.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,992.7,49.636,0.0,48,4.0,0,5,1,0
New Vehicle Loan,Dealer Purchase,25.0,19748.69,0.0,APPROVED,P,TX,0.0,CAR,25045.0,0,60 MO NEW,6.tov-Vehicle T1,66,2.0,2.0,120.709,0.0,12,1.0,2,1,0,0
New Vehicle Loan,Dealer Purchase,381.9,2131.9,2181.9,APPROVED,P,TX,801.0,CAR,21870.0,0,60 MO NEW,1.tov-Vehicle T3,66,2.0,531.2,17.621,385.65,216,18.0,2,1,0,0
Auto Refinance,Refinance,8.0,9557.75,9557.75,APPROVED,P,TX,688.0,CAR,15350.0,0,4 YR USED,1.tov-Vehicle T3,54,996.25,207.53,20.831,208.07,12,1.0,0,5,0,0
Auto Refinance,Refinance,13.0,12627.7,12627.7,APPROVED,P,TX,682.0,CAR,19625.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,1.0,39.857,274.72,262,21.83,0,5,0,0
Auto Refinance,Refinance,51.0,593.31,593.31,APPROVED,P,AZ,682.0,CAR,10550.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,412.71,10.582,201.7,36,3.0,0,5,0,0
Auto Refinance,Refinance,2191.23,1976.0,0.0,DECLINED,P,AZ,653.0,CAR,19076.0,0,6-10 YR USED,1.tov-Vehicle T3,36,8.0,746.99,8.964,0.0,12,1.0,0,5,1,0
Auto Refinance,Refinance,24.0,2383.5,2383.5,APPROVED,P,TX,782.0,CAR,33575.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,1.0,687.54,48.455,408.54,84,7.0,0,5,0,0
Auto Refinance,Refinance,21123.22,21829.81,0.0,APPROVED,P,AZ,635.0,CAR,31500.0,0,3 YR USED,1.tov-Vehicle T3,66,5.0,1.0,19.374,0.0,66,5.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,5.0,475.0,475.0,APPROVED,P,TX,0.0,CAR,4075.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5.0,2.0,42.38,161.56,1,0.08,5,4,0,0
New Vehicle Loan,Dealer Purchase,37.0,352.0,352.0,APPROVED,P,TX,635.0,CAR,30135.0,0,72 MO NEW,1.tov-Vehicle T3,72,2.0,1.0,46.17,583.08,288,24.0,2,1,0,0
Auto Refinance,Refinance,17.0,17177.48,17177.48,APPROVED,P,AZ,684.0,CAR,23375.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,1.0,38.48,308.1,36,3.0,0,5,0,0
Auto Refinance,Refinance,35.0,31325.0,31325.0,APPROVED,P,NM,692.0,CAR,31325.0,0,6-10 YR USED,1.tov-Vehicle T3,36,5.0,2.0,43.165,1022.19,7,0.58,0,5,0,0
Used Vehicle Loan,Dealer Purchase,175.0,1625.0,1625.0,APPROVED,P,TX,632.0,CAR,16025.0,0,5 YR USED,1.tov-Vehicle T3,48,4.0,1.0,27.382,397.18,240,20.0,5,1,0,0
Auto Refinance,Refinance,3271.32,32736.82,0.0,DECLINED,P,TX,639.0,CAR,31950.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5.0,651.47,13.03,0.0,204,17.0,0,5,1,0
Auto Refinance,Refinance,693.3,6963.39,6963.39,APPROVED,P,TX,631.0,CAR,22325.0,0,3 YR USED,1.tov-Vehicle T3,36,8.0,2.0,27.651,214.36,13,1.08,0,5,0,0
Auto Refinance,Refinance,39183.7,39211.7,39211.7,APPROVED,P,TX,762.0,CAR,43475.0,0,3 YR USED,1.tov-Vehicle T1,66,7.0,2.0,34.229,687.16,74,6.17,0,5,0,0
Used Vehicle Loan,Purchase-Other,35.0,3825.0,0.0,APPROVED,P,TX,660.0,CAR,3825.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,24,7.0,3.0,40.584,0.0,53,4.42,5,4,0,0
Auto Refinance,Refinance,27446.99,27474.99,0.0,APPROVED,P,TX,666.0,CAR,39850.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,1.0,22.396,0.0,281,23.42,0,5,0,0
Auto Refinance,Refinance,26248.74,2538.0,2538.0,APPROVED,P,TX,638.0,CAR,21400.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,1.0,19.685,543.65,60,5.0,0,5,0,0
Auto Refinance,Refinance,67119.62,62448.75,62448.75,APPROVED,P,TX,644.0,CAR,53375.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,2.0,43.708,1033.71,38,3.17,0,5,0,0
Auto Refinance,Refinance,58.0,5317.57,5317.57,APPROVED,P,TX,737.0,CAR,11700.0,0,6-10 YR USED,1.tov-Vehicle T4,36,3.0,1.0,29.021,180.96,49,4.08,0,5,0,0
Auto Refinance,Refinance,17169.76,1722.76,0.0,APPROVED,P,TX,718.0,CAR,15650.0,0,3 YR USED,1.tov-Vehicle T2,66,2.0,597.68,22.464,0.0,55,4.58,0,5,0,0
New Vehicle Loan,Purchase-Other,32.0,28852.2,0.0,DECLINED,P,TX,674.0,CAR,24660.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,2.0,45.616,0.0,204,17.0,2,4,1,0
Auto Refinance,Refinance,4291.24,39314.21,0.0,DECLINED,P,TX,715.0,CAR,32225.0,0,3 YR USED,1.tov-Vehicle T2,66,6.0,2.0,44.341,0.0,108,9.0,0,5,1,0
Used Vehicle Loan,Purchase-Other,1.0,1225.0,1225.0,DECLINED,P,TX,680.0,CAR,12075.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,1.0,31.218,333.4,84,7.0,5,4,1,0
Auto Refinance,Refinance,5332.0,45396.0,0.0,DECLINED,P,TX,673.0,CAR,38800.0,0,3 YR USED,1.tov-Vehicle T3,66,5.0,2.0,44.196,0.0,64,5.33,0,5,1,0
Auto Refinance,Refinance,1781.44,17838.44,0.0,DECLINED,P,TX,764.0,CAR,21650.0,0,3 YR USED,1.tov-Vehicle T4,66,4.0,673.65,15.546,0.0,36,3.0,0,5,1,0
Auto Refinance,Refinance,46.0,481.53,481.53,APPROVED,P,TX,658.0,CAR,42495.0,0,72 MO NEW,1.tov-Vehicle T3,72,4.0,1.0,40.411,796.62,140,11.67,0,5,0,0
Auto Refinance,Refinance,9.0,1248.42,1248.42,APPROVED,P,TX,647.0,CAR,19550.0,0,4 YR USED,1.tov-Vehicle T3,54,1.0,543.5,33.422,223.06,12,1.0,0,5,0,0
Auto Refinance,Refinance,22815.0,22982.73,22982.73,APPROVED,P,TX,684.0,CAR,30325.0,0,4 YR USED,1.tov-Vehicle T3,54,6.0,2.0,37.074,501.81,150,12.5,0,5,0,0
Used Vehicle Loan,Purchase-Other,2.0,175.0,0.0,APPROVED,P,TX,654.0,CAR,17500.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,40.477,0.0,221,18.42,5,4,0,0
Other Secured Loan,Refinance,35.0,3535.5,3535.5,APPROVED,P,TX,779.0,CAR,1780.0,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,9.0,3.0,39.114,143.18,35,2.92,3,5,0,0
Auto Refinance,Refinance,143.0,14286.7,14286.7,DECLINED,P,TX,649.0,CAR,20500.0,0,4 YR USED,1.tov-Vehicle T3,54,5.0,2.0,39.069,312.15,27,2.25,0,5,1,0
Auto Refinance,Refinance,445.0,4437.32,4437.32,APPROVED,P,AZ,656.0,CAR,39275.0,0,2 YR USED,1.tov-Vehicle T3,66,6.0,2.0,34.764,788.7,38,3.17,0,5,0,0
Used Vehicle Loan,Purchase-Other,2.0,462.94,462.94,DECLINED,P,TX,655.0,CAR,35700.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3.0,1.0,31.228,675.37,36,3.0,5,4,1,0
Used Vehicle Loan,Dealer Purchase,17.0,195.0,195.0,APPROVED,P,TX,678.0,CAR,19050.0,0,6-10 YR USED,1.tov-Vehicle T3,36,3.0,1.0,45.034,621.86,168,14.0,5,1,0,0
Auto Refinance,Refinance,15.0,1498.79,1498.79,APPROVED,P,TX,720.0,CAR,26050.0,0,3 YR USED,1.tov-Vehicle T2,60,3.0,855.23,25.657,289.71,420,35.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,8.0,81753.42,81753.42,APPROVED,P,TX,695.0,CAR,74195.0,0,72 MO NEW,1.tov-Vehicle T3,72,13.0,2.0,15.947,1361.52,480,40.0,2,1,0,0
Used Vehicle Loan,Purchase-Other,486.0,39633.75,39633.75,APPROVED,P,TX,672.0,CAR,33875.0,0,2 YR USED,1.tov-Vehicle T3,66,7.0,2.0,42.224,713.69,36,3.0,5,4,0,0
Auto Refinance,Refinance,41241.0,4834.25,4834.25,APPROVED,P,TX,629.0,CAR,38725.0,0,4 YR USED,1.tov-Vehicle T3,54,11.0,2.0,20.963,886.63,180,15.0,0,5,0,0
Auto Refinance,Refinance,35.0,34561.45,34561.45,APPROVED,P,TX,660.0,CAR,33500.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4.0,1.0,33.122,574.62,132,11.0,0,5,0,0
Auto Refinance,Refinance,19455.43,19483.43,0.0,APPROVED,P,GA,748.0,CAR,25525.0,0,1 YR USED/REFI 60 MO,6.tov-Vehicle T3,66,2.0,762.5,29.009,0.0,24,2.0,0,5,0,0
Auto Refinance,Refinance,16673.25,1671.25,0.0,APPROVED,P,TX,621.0,CAR,25125.0,0,4 YR USED,1.tov-Vehicle T3,54,3.0,362.63,11.679,0.0,12,1.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,26185.72,3144.65,0.0,APPROVED,P,TX,680.0,CAR,81900.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,6.0,1.0,22.744,0.0,192,16.0,5,4,0,0
Used Vehicle Loan,Purchase-Other,4.0,3857.69,0.0,APPROVED,P,TX,721.0,CAR,41525.0,0,2 YR USED,1.tov-Vehicle T2,66,11.0,2.0,21.679,0.0,36,3.0,5,4,0,0
Used Vehicle Loan,Purchase-Other,26.0,24996.7,24996.7,APPROVED,P,TX,735.0,CAR,22750.0,0,4 yr USED,1.tov-Vehicle T2,54,4.0,536.61,11.103,536.66,25,2.08,5,4,0,0
Auto Refinance,Refinance,27389.57,27446.49,27446.49,APPROVED,P,TX,660.0,CAR,31150.0,0,1 yr USED/Refi 72 mo,1.tov-Vehicle T3,72,4.0,2.0,44.99,456.33,132,11.0,0,5,0,0
Auto Refinance,Refinance,4489.14,4519.72,4519.72,APPROVED,P,TX,679.0,CAR,9325.0,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3.0,939.79,31.154,179.1,144,12.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,2353.0,3482.77,345.11,APPROVED,P,TX,638.0,CAR,32900.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,1.0,19.407,497.75,54,4.5,2,1,0,0
Auto Refinance,Refinance,22.0,2194.5,2194.5,APPROVED,P,TX,771.0,CAR,26300.0,0,3 YR USED,1.tov-Vehicle T1,66,29.0,1.0,3.842,387.03,60,5.0,0,5,0,0
Auto Refinance,Refinance,3.0,35191.93,35191.93,APPROVED,P,TX,713.0,CAR,35200.0,0,4 YR USED,1.tov-Vehicle T4,54,2.0,1.0,49.766,808.32,38,3.17,0,5,0,0
Used Vehicle Loan,Dealer Purchase,46.0,6415.23,656.23,APPROVED,P,TX,632.0,CAR,51795.0,0,72 MO NEW,1.tov-Vehicle T3,72,7.0,2.0,37.712,1002.86,84,7.0,5,1,0,0
Auto Refinance,Refinance,38287.98,38445.15,38445.15,APPROVED,P,TX,782.0,CAR,43250.0,0,3 YR USED,6.tov-Vehicle T1,66,3.0,673.72,17.966,674.16,12,1.0,0,5,0,0
Auto Refinance,Refinance,42.0,33869.64,33869.64,APPROVED,P,TX,707.0,CAR,54725.0,0,1 yr USED/Refi 60 mo,1.tov-Vehicle T4,66,3.0,680.92,18.854,646.48,48,4.0,0,5,0,0
Auto Refinance,Refinance,34639.8,34667.8,0.0,APPROVED,P,TX,692.0,CAR,54100.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,1.0,607.72,33.492,0.0,12,1.0,0,5,0,0
Auto Refinance,Refinance,13.0,1333.0,1333.0,APPROVED,P,TX,628.0,CAR,32525.0,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,60,4.0,496.93,10.093,250.96,336,28.0,0,5,0,0
Auto Refinance,Refinance,34625.93,34872.5,34872.5,APPROVED,P,TX,665.0,CAR,30700.0,0,2 YR USED,1.tov-Vehicle T3,66,4.0,1.0,40.179,625.01,48,4.0,0,5,0,0
Auto Refinance,Refinance,8984.97,998.66,998.66,APPROVED,P,TX,631.0,CAR,18975.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,296.67,4.564,297.49,216,18.0,0,5,0,0
New Vehicle Loan,Dealer Purchase,845.0,7986.15,7986.15,APPROVED,P,TX,621.0,CAR,67595.0,0,72 MO NEW,1.tov-Vehicle T3,72,5.0,1.0,23.913,1309.51,75,6.25,2,1,0,0
Auto Refinance,Refinance,49471.7,43699.5,43699.5,DECLINED,P,TX,675.0,CAR,37350.0,0,2 YR USED,1.tov-Vehicle T3,66,8.0,782.64,9.392,782.65,72,6.0,0,5,1,0
Auto Refinance,Refinance,2.0,2473.3,2473.3,APPROVED,P,TX,732.0,CAR,20800.0,0,6-10 YR USED,1.tov-Vehicle T4,36,3.0,1.0,25.783,696.39,75,6.25,0,5,0,0
Auto Refinance,Refinance,31.0,381.8,381.8,APPROVED,P,TX,643.0,CAR,31225.0,0,4 YR USED,1.tov-Vehicle T3,54,9.0,1.0,16.481,653.68,117,9.75,0,5,0,0
Used Vehicle Loan,Dealer Purchase,2.0,24536.56,24536.56,APPROVED,P,TX,781.0,CAR,21700.0,0,2 YR USED,1.tov-Vehicle T1,66,2.0,564.02,22.561,427.46,157,13.08,5,1,0,0
Auto Refinance,Refinance,13.0,12996.31,12996.31,APPROVED,P,TX,755.0,CAR,30500.0,0,3 YR USED,1.tov-Vehicle T1,60,5.0,1.0,35.256,249.17,12,1.0,0,5,0,0
Auto Refinance,Refinance,213.0,2897.26,2897.26,APPROVED,P,TX,701.0,CAR,23450.0,0,6-10 YR USED,1.tov-Vehicle T3,36,6.0,806.44,12.097,684.28,36,3.0,0,5,0,0
Auto Refinance,Refinance,25.0,2326.45,2326.45,APPROVED,P,TX,683.0,CAR,21900.0,0,3 YR USED,6.tov-Vehicle T3,66,2.0,560.65,22.001,421.69,18,1.5,0,5,0,0
Auto Refinance,Refinance,6.0,6288.9,6288.9,APPROVED,P,TX,748.0,CAR,7625.0,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,3.0,381.18,12.389,247.19,126,10.5,0,5,0,0
Auto Refinance,Refinance,19997.66,17875.0,17875.0,DECLINED,P,TX,775.0,CAR,17875.0,0,6-10 YR USED,1.tov-Vehicle T1,36,1.0,599.7,36.655,571.72,12,1.0,0,5,1,0
Auto Refinance,Refinance,28152.6,28225.73,28225.73,APPROVED,P,TX,720.0,CAR,36850.0,0,4 YR USED,1.tov-Vehicle T2,54,4.0,1.0,38.675,605.99,84,7.0,0,5,0,0
Used Vehicle Loan,Purchase-Other,2359.0,2525.3,0.0,APPROVED,P,TX,751.0,CAR,26800.0,0,3 YR USED,6.tov-Vehicle T4,66,2.0,922.8,32.662,0.0,19,1.58,5,4,0,0
Auto Refinance,Refinance,1326.98,13288.98,13288.98,APPROVED,P,TX,686.0,CAR,21300.0,0,4 YR USED,1.tov-Vehicle T3,54,2.0,316.54,12.714,289.08,32,2.67,0,5,0,0
New Vehicle Loan,Purchase-Other,25.0,2475.65,2475.65,APPROVED,P,TX,629.0,CAR,23725.0,0,2 YR USED,1.tov-Vehicle T3,66,2.0,893.24,36.44,443.24,12,1.0,2,4,0,0
New Vehicle Loan,Purchase-Other,13.0,12625.0,12625.0,APPROVED,P,NM,621.0,CAR,12625.0,0,6-10 YR USED,1.tov-Vehicle T3,36,2.0,439.59,19.481,412.4,15,1.25,2,4,0,0
New Vehicle Loan,Purchase-Other,8.0,627.0,627.0,APPROVED,P,TX,709.0,CAR,49350.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,7.0,1.0,23.59,986.37,15,1.25,2,4,0,0
Auto Refinance,Refinance,31671.85,31675.85,0.0,APPROVED,P,AZ,737.0,CAR,37725.0,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,3.0,626.96,15.923,0.0,20,1.67,0,5,0,0
