BranchID,Application_Date,Loan_SubType,Loan_Purpose,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Declined Date,Deciding Date,Approved Date,Funded Date,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Denial Reasons
483,7/18/2022,Auto Refinance,VEHICLE,Refinance,18448.4,18481.4,,DECLINED,7/27/2022,7/27/2022,,,P,TX,723,CAR,32800,0,5 YR USED,1.tov-Vehicle T2,48,6,1,22.768,0,36,3,"Application Incomplete
"
667,7/18/2022,Auto Refinance,VEHICLE,Refinance,3,3572.7,3572.7,APPROVED,,8/9/2022,8/9/2022,,P,TX,677,CAR,27450,0,2 YR USED,1.tov-Vehicle T3,66,8,2,25.957,550.53,30,2.5,
650,7/18/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,4,36388.1,36388.1,APPROVED,,7/21/2022,7/21/2022,7/22/2022,P,TX,690,CAR,40450,0,2 YR USED,1.tov-Vehicle T4,66,5,2,45.53,696.05,12,1,
659,7/18/2022,Auto Refinance,VEHICLE,Refinance,168.34,1641.34,,DECLINED,7/27/2022,7/27/2022,,,P,TX,636,CAR,23125,0,3 YR USED,1.tov-Vehicle T3,66,1,377.37,27.365,0,14,1.17,Applicant and/or co-applicant outside of lending area
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,12,12573.67,12573.67,APPROVED,,7/19/2022,7/19/2022,7/19/2022,P,TX,643,CAR,13475,0,6-10 YR USED,1.tov-Vehicle T3,36,2,1,48.747,410.74,108,9,
898,7/19/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,38,4481.75,4481.75,APPROVED,,7/29/2022,7/29/2022,,C,TX,700,CAR,35375,0,3 YR USED,,66,6,2,42.376,723.99,156,13,
898,7/19/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,38,4481.75,4481.75,APPROVED,,7/29/2022,7/29/2022,,P,TX,711,CAR,35375,0,3 YR USED,1.tov-Vehicle T2,66,6,2,42.376,723.99,60,5,
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,3338,33385.23,33385.23,APPROVED,,7/20/2022,7/20/2022,,P,NM,626,CAR,33375,0,1 yr USED/Refi 72 mo,1.tov-Vehicle T3,72,5,1,30.026,555.03,48,4,
803,7/19/2022,Auto Refinance,VEHICLE,Refinance,6175.44,628.44,,DECLINED,7/19/2022,7/19/2022,,,P,TX,730,CAR,9150,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,1,243.05,23.427,0,12,1,Limited credit experience or no credit file
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,5376.66,549.66,,DECLINED,7/27/2022,7/27/2022,,,P,TX,681,CAR,22600,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,8,2,29.331,0,38,3.17,Applicant and/or co-applicant outside of lending area
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,2946,2976.7,2976.7,APPROVED,,7/19/2022,7/19/2022,7/19/2022,C,TX,628,CAR,29700,0,4 YR USED,,54,8,2,30.491,631.82,8,0.67,
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,2946,2976.7,2976.7,APPROVED,,7/19/2022,7/19/2022,7/19/2022,P,TX,661,CAR,29700,0,4 YR USED,1.tov-Vehicle T3,54,8,2,30.491,631.82,25,2.08,
685,7/19/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,3,342.66,342.66,APPROVED,,7/19/2022,7/19/2022,7/19/2022,C,TX,770,CAR,26840,0,72 MO NEW,,72,5,998.23,18.429,479.62,360,30,
685,7/19/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,3,342.66,342.66,APPROVED,,7/19/2022,7/19/2022,7/19/2022,P,TX,N/A,CAR,26840,0,72 MO NEW,1.tov-Vehicle T1,72,5,998.23,18.429,479.62,72,6,
441,7/19/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,34525,35145.17,,APPROVED,7/21/2022,7/26/2022,7/26/2022,,P,TX,635,CAR,34525,0,3 YR USED,1.tov-Vehicle T3,66,2,987.1,36.761,0,120,10,"Value or type of collateral not sufficient
Income insufficient for amount of credit requested"
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,3,32652.63,32652.63,APPROVED,,8/12/2022,8/12/2022,,P,TX,659,CAR,35375,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4,1,27.078,543.3,60,5,
379,7/19/2022,Auto Refinance,VEHICLE,Refinance,34574.91,3462.91,,DECLINED,7/27/2022,7/27/2022,,,P,TX,633,CAR,31475,0,4 YR USED,1.tov-Vehicle T3,54,3,932.64,28.919,0,12,1,"Application Incomplete
"
121,7/19/2022,Auto Refinance,VEHICLE,Refinance,39,3881.45,3881.45,APPROVED,7/19/2022,7/21/2022,7/21/2022,7/21/2022,P,TX,639,CAR,33660,0,72 MO NEW,1.tov-Vehicle T3,72,1,676.01,35.393,646.43,12,1,Income insufficient for amount of credit requested
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,42.47,42.47,,APPROVED,,7/20/2022,7/20/2022,,P,TX,677,CAR,42950,0,4 YR USED,1.tov-Vehicle T3,54,9,2,27.251,0,12,1,
103,7/19/2022,Used Motorcycle Loan,VEHICLE,Purchase-Other,9,6,6,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,640,CAR,34825,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,7,1,14.962,237.4,198,16.5,
103,7/19/2022,Auto Refinance,VEHICLE,Refinance,2893.38,2139.13,2139.13,APPROVED,,7/20/2022,7/20/2022,7/20/2022,P,TX,660,CAR,40325,0,5 YR USED,1.tov-Vehicle T3,48,5,1,29.041,519.12,26,2.17,
103,7/20/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,55138,58876.93,58876.93,APPROVED,,7/21/2022,7/21/2022,7/21/2022,P,TX,693,CAR,57675,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,13,3,27.034,979.23,24,2,
103,7/20/2022,Auto Refinance,VEHICLE,Refinance,11523.24,11556.24,,DECLINED,8/3/2022,8/3/2022,,,P,TX,653,CAR,18800,0,4 YR USED,1.tov-Vehicle T3,54,2,675.92,23.438,0,12,1,"Application Incomplete
"
848,7/20/2022,New Vehicle Loan,VEHICLE,Dealer Purchase,6,6,6,DECLINED,7/28/2022,7/28/2022,7/22/2022,7/22/2022,C,TX,714,CAR,56245,0,72 MO NEW,,72,4,2,49.223,984.8,36,3,"Unable to verify Social Security Number and/or TIN

"
848,7/20/2022,New Vehicle Loan,VEHICLE,Dealer Purchase,6,6,6,DECLINED,7/28/2022,7/28/2022,7/22/2022,7/22/2022,P,TX,,CAR,56245,0,72 MO NEW,1.tov-Vehicle T2,72,4,2,49.223,984.8,72,6,Unable to verify Social Security Number and/or TIN
446,7/20/2022,Auto Refinance,VEHICLE,Refinance,1483.56,14134.2,14134.2,APPROVED,,7/20/2022,7/20/2022,,P,TX,622,CAR,22050,0,4 YR USED,1.tov-Vehicle T3,54,4,1,29.134,306.87,185,15.42,
618,7/20/2022,Auto Refinance,VEHICLE,Refinance,26197.2,25873.41,,APPROVED,,7/20/2022,7/20/2022,,P,TX,817,CAR,39225,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,61,1,481.71,30.719,0,12,1,
669,7/20/2022,Auto Refinance,VEHICLE,Refinance,64348,63858.38,63858.38,APPROVED,,8/2/2022,8/2/2022,8/2/2022,P,TX,719,CAR,62350,0,3 YR USED,1.tov-Vehicle T2,60,7,2,30.8,1239.31,24,2,
781,7/20/2022,Other Secured Loan,VEHICLE,Bills,8,3528,3528,APPROVED,,7/22/2022,7/22/2022,,P,TX,831,CAR,14325,0,6-10 YR USED,1.tov-Vehicle T1,36,2,173.83,8.085,113.63,12,1,
927,7/20/2022,Auto Refinance,VEHICLE,Refinance,2196.58,22.58,,APPROVED,,7/22/2022,7/22/2022,,P,AZ,638,CAR,21150,0,3 YR USED,1.tov-Vehicle T3,60,6,2,40.166,0,42,3.5,
927,7/20/2022,Auto Refinance,VEHICLE,Refinance,33348.84,32581.55,,APPROVED,,7/22/2022,7/22/2022,,P,AZ,638,CAR,38150,0,3 YR USED,1.tov-Vehicle T3,66,6,2,42.104,0,42,3.5,
123,7/20/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,2265.11,23691.93,23691.93,APPROVED,,7/27/2022,7/27/2022,,P,TX,693,CAR,31325,0,6-10 YR USED,1.tov-Vehicle T3,36,4,1,24.338,772.4,31,2.58,
899,7/20/2022,Auto Refinance,VEHICLE,Private Party Purchase,5,17.1,17.1,APPROVED,,7/21/2022,7/21/2022,7/21/2022,C,TX,817,CAR,17000,0,4 YR USED,,54,4,1,27.754,213.09,229,19.08,
899,7/20/2022,Auto Refinance,VEHICLE,Private Party Purchase,5,17.1,17.1,APPROVED,,7/21/2022,7/21/2022,7/21/2022,P,TX,795,CAR,17000,0,4 YR USED,1.tov-Vehicle T1,54,4,1,27.754,213.09,85,7.08,
102,7/20/2022,Auto Refinance,VEHICLE,Refinance,25877.51,25976.87,25976.87,APPROVED,7/22/2022,7/22/2022,7/22/2022,,P,TX,677,CAR,37450,0,4 YR USED,1.tov-Vehicle T3,54,8,2,26.151,566.52,42,3.5,Income insufficient for amount of credit requested
103,7/20/2022,Auto Refinance,VEHICLE,Refinance,96,9327.69,9327.69,APPROVED,,7/22/2022,7/22/2022,7/22/2022,P,TX,707,CAR,14925,0,6-10 YR USED,1.tov-Vehicle T2,24,2,1,35.185,434.32,43,3.58,
483,7/20/2022,Auto Refinance,VEHICLE,Refinance,16462.99,16579.52,16579.52,APPROVED,,7/21/2022,7/21/2022,7/21/2022,P,TX,662,CAR,36800,0,3 YR USED,1.tov-Vehicle T3,60,2,926.63,44.478,326.12,48,4,
860,7/20/2022,Auto Refinance,VEHICLE,Lease Buyout,1,15547.9,,APPROVED,7/21/2022,7/22/2022,7/22/2022,,P,TX,636,CAR,24275,0,3 YR USED,1.tov-Vehicle T3,66,2,1,47.242,0,168,14,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
103,7/20/2022,Auto Refinance,VEHICLE,Refinance,248,24797.99,24797.99,APPROVED,,7/21/2022,7/21/2022,7/21/2022,P,TX,647,CAR,24250,0,2 YR USED,1.tov-Vehicle T3,66,3,935.1,29.507,444.55,14,1.17,
103,7/21/2022,Auto Refinance,VEHICLE,Refinance,58,58362.68,58362.68,APPROVED,7/22/2022,7/22/2022,7/22/2022,7/22/2022,P,TX,777,CAR,72575,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,7,3,46.094,935.53,18,1.5,"Income insufficient for amount of credit requested
Length of employment
Length of employment"
490,7/21/2022,Auto Refinance,VEHICLE,Refinance,21573,21252.69,21252.69,APPROVED,,7/22/2022,7/22/2022,7/22/2022,P,NM,686,CAR,26150,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,3,642.01,19.104,377.46,31,2.58,
848,7/21/2022,Used Vehicle Loan,VEHICLE,Private Party Purchase,14,15199.62,15199.62,APPROVED,8/3/2022,8/19/2022,8/19/2022,,P,TX,700,CAR,22650,0,4 yr USED,1.tov-Vehicle T2,54,3,1,34.979,326.87,180,15,"Application Incomplete
"
831,7/21/2022,Auto Refinance,VEHICLE,Refinance,36617.13,36883.61,36883.61,APPROVED,,7/21/2022,7/21/2022,7/21/2022,P,TX,635,CAR,36750,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3,952.18,24.311,613.6,72,6,
818,7/21/2022,Auto Refinance,VEHICLE,Refinance,8515.18,8,8,APPROVED,7/23/2022,7/25/2022,7/25/2022,,P,TX,704,CAR,20200,0,4 YR USED,1.tov-Vehicle T2,54,3,1,49.93,172.29,15,1.25,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
621,7/21/2022,Auto Refinance,VEHICLE,Refinance,25,26682.76,26682.76,APPROVED,7/21/2022,7/22/2022,7/22/2022,7/22/2022,P,TX,749,CAR,37395,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,1,437.13,37.724,437.54,12,1,Income insufficient for amount of credit requested
526,7/21/2022,Auto Refinance,VEHICLE,Refinance,3127.8,3133.8,3133.8,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,739,CAR,32325,0,4 YR USED,1.tov-Vehicle T2,54,2,911.04,38.617,672.58,15,1.25,
496,7/21/2022,Auto Refinance,VEHICLE,Refinance,29975.59,33.59,33.59,APPROVED,,7/28/2022,7/28/2022,7/28/2022,C,TX,,CAR,38775,0,1 YR USED/REFI 60 MO,,66,6,1,25.394,532.69,109,9.08,
496,7/21/2022,Auto Refinance,VEHICLE,Refinance,29975.59,33.59,33.59,APPROVED,,7/28/2022,7/28/2022,7/28/2022,P,TX,640,CAR,38775,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,6,1,25.394,532.69,73,6.08,
395,7/21/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,62,613,61912.5,APPROVED,,7/22/2022,7/22/2022,,P,TX,849,CAR,47625,0,2 YR USED,1.tov-Vehicle T1,66,7,1,14.196,1077.51,240,20,
103,7/21/2022,Auto Refinance,VEHICLE,Refinance,1,11723.74,11723.74,APPROVED,,7/29/2022,7/29/2022,,P,TX,692,CAR,24325,0,4 YR USED,1.tov-Vehicle T3,54,4,1,42.79,255.08,72,6,
843,7/21/2022,Auto Refinance,VEHICLE,Refinance,38849.79,38882.79,,APPROVED,,7/25/2022,7/25/2022,,P,TX,660,CAR,46350,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,5,2,47.997,0,120,10,
213,7/21/2022,Auto Refinance,VEHICLE,Refinance,28143.85,28228.2,28228.2,APPROVED,,8/1/2022,8/1/2022,8/1/2022,P,TX,678,CAR,26375,0,3 YR USED,6.tov-Vehicle T3,66,4,1,24.813,511.63,36,3,
121,7/21/2022,Auto Refinance,VEHICLE,Refinance,32,29649.54,,DECLINED,8/8/2022,8/8/2022,,,P,TX,806,CAR,29650,0,5 YR USED,1.tov-Vehicle T1,48,3,1,37.653,0,360,30,Value or type of collateral not sufficient
686,7/21/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,5548.4,3275,,APPROVED,8/5/2022,8/22/2022,8/22/2022,,P,TX,620,CAR,3275,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,2,701.58,30.844,0,504,42,Value or type of collateral not sufficient
672,7/22/2022,Auto Refinance,VEHICLE,Refinance,23,23341.26,23341.26,APPROVED,,7/22/2022,7/22/2022,7/27/2022,P,TX,674,CAR,27575,0,2 YR USED,1.tov-Vehicle T3,66,5,1,26.467,418.46,193,16.08,
551,7/22/2022,Auto Refinance,VEHICLE,Refinance,11511.96,18424.96,,APPROVED,,7/25/2022,7/25/2022,,P,TX,754,CAR,18425,0,5 YR USED,1.tov-Vehicle T1,48,3,1,39.834,0,156,13,
905,7/22/2022,Auto Refinance,VEHICLE,Refinance,1996.81,2175.81,2175.81,DECLINED,8/8/2022,8/8/2022,,7/26/2022,C,AZ,633,CAR,34025,0,6-10 YR USED,,36,6,2,30.752,659.79,36,3,"Application Incomplete
"
905,7/22/2022,Auto Refinance,VEHICLE,Refinance,1996.81,2175.81,2175.81,DECLINED,8/8/2022,8/8/2022,,7/26/2022,P,AZ,780,CAR,34025,0,6-10 YR USED,1.tov-Vehicle T3,36,6,2,30.752,659.79,36,3,"Application Incomplete
"
318,7/22/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,5319.2,5319.2,5319.2,APPROVED,7/22/2022,7/25/2022,7/25/2022,7/26/2022,P,TX,687,CAR,44925,0,3 YR USED,1.tov-Vehicle T3,66,9,4,44.504,917.56,60,5,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
437,7/22/2022,Auto Refinance,VEHICLE,Refinance,36511.27,36516.27,,DECLINED,8/9/2022,8/9/2022,,,P,NM,626,CAR,50550,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,5,865.61,17.312,0,24,2,Unable to verify income
656,7/22/2022,Auto Refinance,VEHICLE,Refinance,14,1481.2,1481.2,APPROVED,,7/25/2022,7/25/2022,,P,TX,717,CAR,23600,0,6-10 YR USED,1.tov-Vehicle T2,36,1,523.56,26.438,456.37,48,4,
845,7/22/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,69497.74,66912.58,66912.58,APPROVED,7/22/2022,8/2/2022,8/2/2022,8/2/2022,P,TX,693,CAR,63100,0,4 YR USED,1.tov-Vehicle T3,54,16,3,21.336,1459.93,60,5,Income insufficient for amount of credit requested
476,7/22/2022,Auto Refinance,VEHICLE,Refinance,2,2944.6,2944.6,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,676,CAR,27050,0,2 YR USED,1.tov-Vehicle T3,66,3,756.08,24.26,375.53,36,3,
476,7/22/2022,Auto Refinance,VEHICLE,Refinance,8382.6,7923.88,7923.88,APPROVED,7/22/2022,8/8/2022,8/8/2022,8/8/2022,P,TX,758,CAR,11450,0,5 YR USED,1.tov-Vehicle T1,48,2,1,46.588,191.06,54,4.5,Income insufficient for amount of credit requested
848,7/22/2022,Auto Refinance,VEHICLE,Refinance,58,5452.66,5452.66,DECLINED,7/28/2022,7/28/2022,7/26/2022,7/26/2022,C,TX,714,CAR,59775,0,1 YR USED/REFI 72 MO,,72,4,2,64.1,898.86,36,3,"Unable to verify Social Security Number and/or TIN

Unable to verify Social Security Number and/or TIN"
848,7/22/2022,Auto Refinance,VEHICLE,Refinance,58,5452.66,5452.66,DECLINED,7/28/2022,7/28/2022,7/26/2022,7/26/2022,P,TX,,CAR,59775,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,4,2,64.1,898.86,72,6,Unable to verify Social Security Number and/or TIN
858,7/22/2022,Auto Refinance,VEHICLE,Refinance,31891.81,3194.87,3194.87,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,623,CAR,32750,0,3 YR USED,1.tov-Vehicle T3,66,4,1,34.283,579.47,25,2.08,
690,7/23/2022,Auto Refinance,VEHICLE,Refinance,19128.47,19173.24,19173.24,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,629,CAR,20375,0,4 YR USED,1.tov-Vehicle T3,54,2,511.27,18.004,416.82,59,4.92,
621,7/23/2022,Used Vehicle Loan,VEHICLE,Refinance,25,2678.21,2678.21,APPROVED,7/26/2022,7/28/2022,7/28/2022,7/28/2022,C,TX,749,CAR,37395,0,72 MO NEW,,72,4,1,41.719,436.02,0,0,Income insufficient for amount of credit requested
621,7/23/2022,Used Vehicle Loan,VEHICLE,Refinance,25,2678.21,2678.21,APPROVED,7/26/2022,7/28/2022,7/28/2022,7/28/2022,P,TX,814,CAR,37395,0,72 MO NEW,1.tov-Vehicle T2,72,4,1,41.719,436.02,51,4.25,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
429,7/23/2022,Auto Refinance,VEHICLE,Refinance,22,2363.48,2363.48,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,644,CAR,19750,0,3 YR USED,1.tov-Vehicle T3,66,1,409.14,22.317,371.6,48,4,
613,7/23/2022,Auto Refinance,VEHICLE,Refinance,31718.93,31771.32,31771.32,APPROVED,,7/25/2022,7/25/2022,7/25/2022,P,TX,717,CAR,33325,0,6-10 YR USED,1.tov-Vehicle T3,36,7,1,22.952,1036.61,60,5,
665,7/25/2022,Auto Refinance,VEHICLE,Refinance,4754.41,47186.44,47186.44,APPROVED,,7/25/2022,7/25/2022,,P,TX,669,CAR,45550,0,72 MO NEW,1.tov-Vehicle T3,72,12,2,17.561,781.02,192,16,
665,7/25/2022,Auto Refinance,VEHICLE,Refinance,13628,13717.89,13717.89,APPROVED,,7/26/2022,7/26/2022,7/30/2022,P,TX,653,CAR,13900,0,6-10 YR USED,1.tov-Vehicle T3,36,3,1,44.605,448.6,60,5,
515,7/25/2022,Auto Refinance,VEHICLE,Refinance,2,172,172,APPROVED,,7/26/2022,7/26/2022,,C,TX,629,CAR,17200,0,6-10 YR USED,,36,5,991.75,17.501,560.75,48,4,
515,7/25/2022,Auto Refinance,VEHICLE,Refinance,2,172,172,APPROVED,,7/26/2022,7/26/2022,,P,TX,647,CAR,17200,0,6-10 YR USED,1.tov-Vehicle T3,36,5,991.75,17.501,560.75,24,2,
848,7/25/2022,Auto Refinance,VEHICLE,Refinance,23226.61,235.96,235.96,APPROVED,,7/26/2022,7/26/2022,7/27/2022,P,TX,723,CAR,36775,0,2 YR USED,1.tov-Vehicle T2,66,4,1,28.614,409.91,12,1,
920,7/25/2022,Auto Refinance,VEHICLE,Refinance,31512.6,31517.6,,APPROVED,,8/9/2022,8/9/2022,,P,NM,670,CAR,41975,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,6,1,25.885,0,12,1,
102,7/25/2022,Auto Refinance,VEHICLE,Refinance,9464.4,9499.7,9499.7,APPROVED,7/27/2022,7/27/2022,7/27/2022,7/27/2022,P,TX,816,CAR,15225,0,6-10 YR USED,1.tov-Vehicle T1,36,2,1,47.908,304.61,12,1,Income insufficient for amount of credit requested
692,7/25/2022,Auto Refinance,VEHICLE,Refinance,45736.86,4226.4,,DECLINED,7/26/2022,7/26/2022,,,P,TX,643,CAR,35920,0,72 MO NEW,1.tov-Vehicle T3,72,4,1,26.85,0,106,8.83,Value or type of collateral not sufficient
651,7/25/2022,Auto Refinance,VEHICLE,Refinance,34943.49,34971.49,34971.49,APPROVED,,7/26/2022,7/26/2022,7/27/2022,P,TX,663,CAR,31800,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3,1,42.51,584.74,234,19.5,
909,7/25/2022,Auto Refinance,VEHICLE,Refinance,17779.2,17783.2,,DECLINED,8/9/2022,8/9/2022,,,P,AZ,640,CAR,20775,0,4 YR USED,1.tov-Vehicle T3,54,6,886.13,13.632,0,24,2,"Application Incomplete
"
365,7/25/2022,Auto Refinance,VEHICLE,Refinance,13621.47,1388.89,1388.89,APPROVED,,7/28/2022,7/28/2022,,C,TX,633,CAR,17150,0,5 YR USED,,48,7,1,21.14,340.94,66,5.5,
365,7/25/2022,Auto Refinance,VEHICLE,Refinance,13621.47,1388.89,1388.89,APPROVED,,7/28/2022,7/28/2022,,P,TX,666,CAR,17150,0,5 YR USED,1.tov-Vehicle T3,48,7,1,21.14,340.94,198,16.5,
613,7/25/2022,Auto Refinance,VEHICLE,Refinance,57658.43,5852.99,5852.99,APPROVED,,7/26/2022,7/26/2022,7/27/2022,P,TX,701,CAR,57875,0,3 YR USED,1.tov-Vehicle T2,66,3,1,29.41,1044.33,156,13,
103,7/25/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,34648,3226.91,,DECLINED,8/12/2022,8/12/2022,,,P,TX,675,CAR,33550,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,3,695.37,22.075,0,51,4.25,"Application Incomplete
"
690,7/26/2022,Auto Refinance,VEHICLE,Refinance,36865.36,3629.8,3629.8,APPROVED,,8/3/2022,8/3/2022,,C,TX,731,CAR,35500,0,1 yr USED/Refi 72 mo,,72,9,3,32.3,594.52,36,3,
690,7/26/2022,Auto Refinance,VEHICLE,Refinance,36865.36,3629.8,3629.8,APPROVED,,8/3/2022,8/3/2022,,P,TX,710,CAR,35500,0,1 yr USED/Refi 72 mo,1.tov-Vehicle T2,72,9,3,32.3,594.52,60,5,
834,7/26/2022,Auto Refinance,VEHICLE,Refinance,43,45147.13,45147.13,APPROVED,8/9/2022,8/16/2022,8/16/2022,,P,TX,651,CAR,46400,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,4,2,49.699,750.62,12,1,"Application Incomplete
"
687,7/26/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,558.55,6,,DECLINED,8/8/2022,8/8/2022,,,P,TX,669,CAR,8775,0,TOKEN COLLATERAL,1.tov-Vehicle T1,30,1,797.4,59.84,0,51,4.25,"Length of employment
Value or type of collateral not sufficient"
426,7/26/2022,Auto Refinance,VEHICLE,Refinance,24813.51,2425,,DECLINED,8/8/2022,8/8/2022,,,P,TX,677,CAR,24025,0,6-10 YR USED,1.tov-Vehicle T4,36,2,813.75,37.552,0,36,3,Value or type of collateral not sufficient
650,7/26/2022,Auto Refinance,VEHICLE,Refinance,13,13866.14,13866.14,APPROVED,,8/2/2022,8/2/2022,8/2/2022,P,TX,790,CAR,18250,0,5 YR USED,1.tov-Vehicle T1,48,3,1,40.528,333.88,49,4.08,
694,7/26/2022,Auto Refinance,VEHICLE,Refinance,47977.1,48146.47,48146.47,APPROVED,7/28/2022,8/3/2022,8/3/2022,,C,TX,631,CAR,57925,0,3 YR USED,,66,17,5,31.405,872.85,36,3,
694,7/26/2022,Auto Refinance,VEHICLE,Refinance,47977.1,48146.47,48146.47,APPROVED,7/28/2022,8/3/2022,8/3/2022,,P,TX,780,CAR,57925,0,3 YR USED,1.tov-Vehicle T3,66,17,5,31.405,872.85,114,9.5,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
102,7/26/2022,Auto Refinance,VEHICLE,Refinance,2,233,233,APPROVED,,7/27/2022,7/27/2022,7/27/2022,P,TX,682,CAR,29800,0,5 YR USED,1.tov-Vehicle T3,48,7,1,25.596,496.31,12,1,
102,7/26/2022,Auto Refinance,VEHICLE,Refinance,6,4,4,APPROVED,,7/27/2022,7/27/2022,7/27/2022,P,TX,682,CAR,4000,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,7,1,20.856,159,12,1,
427,7/27/2022,Auto Refinance,VEHICLE,Refinance,11,11547.93,,APPROVED,,7/27/2022,7/27/2022,,P,TX,623,CAR,24450,0,6-10 YR USED,1.tov-Vehicle T3,25,2,1,39.875,0,54,4.5,
858,7/27/2022,Used Vehicle Loan,VEHICLE,Refinance,18,15218.45,15218.45,APPROVED,,8/4/2022,8/4/2022,8/4/2022,P,TX,677,CAR,20800,0,3 YR USED,1.tov-Vehicle T3,60,7,1,15.683,299.41,74,6.17,
126,7/27/2022,Auto Refinance,VEHICLE,Refinance,2956.84,29114.59,29114.59,APPROVED,,7/27/2022,7/27/2022,7/28/2022,P,TX,763,CAR,39250,0,4 YR USED,1.tov-Vehicle T1,54,10,2,24.253,617.86,180,15,
572,7/27/2022,Auto Refinance,VEHICLE,Refinance,14271.9,1434.9,,DECLINED,8/15/2022,8/15/2022,,,C,TX,644,CAR,20550,0,3 YR USED,,66,4,386.74,8.756,0,72,6,"Application Incomplete
"
572,7/27/2022,Auto Refinance,VEHICLE,Refinance,14271.9,1434.9,,DECLINED,8/15/2022,8/15/2022,,,P,TX,782,CAR,20550,0,3 YR USED,1.tov-Vehicle T3,66,4,386.74,8.756,0,48,4,"Application Incomplete
"
830,7/27/2022,Auto Refinance,VEHICLE,Refinance,7,6,6,APPROVED,,8/1/2022,8/1/2022,8/1/2022,P,TX,672,CAR,10175,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,5,1,28.466,237.38,72,6,
674,7/27/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,25,27832.1,,APPROVED,7/28/2022,7/29/2022,7/29/2022,,P,TX,705,CAR,24375,0,3 YR USED,1.tov-Vehicle T2,66,4,1,28.91,0,31,2.58,"Application Incomplete
"
