BranchID,Application_Date,Loan_SubType,Loan_Purpose,Loan_Type,Requested_LoanAmount,Approved_LoanAmount,Funded_LoanAmount,Loan_Status,Declined Date,Deciding Date,Approved Date,Funded Date,Borrower_Type,Applicant_State,Credit_Score,Type_ofVehicle,Value_ofAsset,LTV_Ratio,Loan_Class,Loan_Tier,Loan_Term,Monthly_Income,Monthly_debt,DTI_Ratio,Monthly_LoanPayment,Age_of_Employment_in_Months,Age_of_Employment_in_Years,Denial Reasons
416,6/22/2022,Auto Refinance,VEHICLE,Refinance,39648.78,447.3,447.3,APPROVED,,6/23/2022,6/23/2022,6/23/2022,P,TX,686,CAR,34590,0,72 MO NEW,1.tov-Vehicle T3,72,4,1,36.02,690.2,72,6,
658,6/22/2022,Auto Refinance,VEHICLE,Refinance,19156.47,18629.49,18629.49,APPROVED,,6/23/2022,6/23/2022,6/23/2022,P,TX,724,CAR,29225,0,3 YR USED,1.tov-Vehicle T2,38,4,859.65,19.838,539.71,48,4,
632,6/23/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,75,81188.62,81188.62,APPROVED,,6/24/2022,6/24/2022,,P,TX,714,CAR,74275,0,3 YR USED,1.tov-Vehicle T2,66,10,3,30.614,1452.13,102,8.5,
837,6/23/2022,Auto Refinance,VEHICLE,Refinance,11111.3,11144.3,,APPROVED,6/27/2022,6/27/2022,6/27/2022,,P,TX,744,CAR,16725,0,5 YR USED,1.tov-Vehicle T2,48,3,1,38.968,0,84,7,"Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested
Income insufficient for amount of credit requested"
649,6/23/2022,Auto Refinance,VEHICLE,Refinance,2186.29,2214.29,,APPROVED,,7/11/2022,7/11/2022,,P,TX,724,CAR,41800,0,3 YR USED,1.tov-Vehicle T2,66,3,587.52,19.517,0,60,5,
351,6/23/2022,Auto Refinance,VEHICLE,Refinance,2,2189.73,2189.73,APPROVED,,6/24/2022,6/24/2022,6/24/2022,P,TX,740,CAR,26550,0,3 YR USED,1.tov-Vehicle T2,66,3,391.12,10.915,361.56,216,18,
925,6/23/2022,Auto Refinance,VEHICLE,Refinance,57984.2,57764.2,,APPROVED,,6/28/2022,6/28/2022,,C,NM,635,CAR,49375,0,4 YR USED,,54,9,2,29.531,0,0,0,
925,6/23/2022,Auto Refinance,VEHICLE,Refinance,57984.2,57764.2,,APPROVED,,6/28/2022,6/28/2022,,P,NM,661,CAR,49375,0,4 YR USED,1.tov-Vehicle T3,54,9,2,29.531,0,152,12.67,
409,6/23/2022,Auto Refinance,VEHICLE,Refinance,2,2889.87,2889.87,APPROVED,,6/24/2022,6/24/2022,,P,TX,643,CAR,25800,0,2 YR USED,1.tov-Vehicle T3,66,2,758.37,28.683,384.83,15,1.25,
878,6/23/2022,Auto Refinance,VEHICLE,Refinance,23,1488.41,1488.41,APPROVED,,6/27/2022,6/27/2022,6/27/2022,C,TX,763,CAR,20450,0,4 YR USED,,54,7,1,26.314,330.84,156,13,
878,6/23/2022,Auto Refinance,VEHICLE,Refinance,23,1488.41,1488.41,APPROVED,,6/27/2022,6/27/2022,6/27/2022,P,TX,666,CAR,20450,0,4 YR USED,1.tov-Vehicle T3,54,7,1,26.314,330.84,0,0,
102,6/23/2022,Auto Refinance,VEHICLE,Refinance,47467.34,5263.37,5263.37,APPROVED,,7/8/2022,7/8/2022,7/8/2022,C,TX,667,CAR,48100,0,1 YR USED/REFI 72 MO,,72,7,940.34,13.178,860.76,84,7,
102,6/23/2022,Auto Refinance,VEHICLE,Refinance,47467.34,5263.37,5263.37,APPROVED,,7/8/2022,7/8/2022,7/8/2022,P,TX,738,CAR,48100,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7,940.34,13.178,860.76,18,1.5,
310,6/24/2022,Auto Refinance,VEHICLE,Refinance,4,374.68,374.68,APPROVED,6/24/2022,6/24/2022,6/24/2022,6/28/2022,P,TX,707,CAR,12213,0,6-10 YR USED,1.tov-Vehicle T2,36,3,1,44.452,120.69,12,1,Income insufficient for amount of credit requested
496,6/24/2022,Auto Refinance,VEHICLE,Refinance,17,17553.67,17553.67,APPROVED,6/24/2022,6/30/2022,6/30/2022,,P,TX,645,CAR,25025,0,5 YR USED,1.tov-Vehicle T3,48,8,2,34.73,443.13,120,10,Income insufficient for amount of credit requested
310,6/24/2022,Auto Refinance,VEHICLE,Bills,1,133,133,APPROVED,,6/24/2022,6/24/2022,,P,TX,767,CAR,12700,0,5 YR USED,1.tov-Vehicle T1,48,6,2,32.499,241.16,24,2,
430,6/24/2022,New Boat/RV Loan,VEHICLE,Bills,22,6,6,APPROVED,,6/27/2022,6/27/2022,,P,TX,627,CAR,7950,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,12,743.45,5.883,236.45,42,3.5,
852,6/24/2022,Auto Refinance,VEHICLE,Refinance,26,1975,,DECLINED,6/27/2022,6/27/2022,,,P,TX,711,CAR,19750,0,5 YR USED,1.tov-Vehicle T3,48,4,1,26.964,0,84,7,Value or type of collateral not sufficient
611,6/24/2022,Auto Refinance,VEHICLE,Refinance,28236,28164.31,28164.31,APPROVED,,6/28/2022,6/28/2022,,C,TX,655,CAR,27300,0,4 YR USED,,54,4,1,24.441,625.92,84,7,
611,6/24/2022,Auto Refinance,VEHICLE,Refinance,28236,28164.31,28164.31,APPROVED,,6/28/2022,6/28/2022,,P,TX,646,CAR,27300,0,4 YR USED,1.tov-Vehicle T3,54,4,1,24.441,625.92,60,5,
670,6/24/2022,Auto Refinance,VEHICLE,Refinance,72,63963.9,63963.9,APPROVED,,6/27/2022,6/27/2022,,P,TX,640,CAR,67275,0,4 YR USED,1.tov-Vehicle T3,54,7,3,49.217,1420.25,245,20.42,
624,6/24/2022,Other Secured Loan,VEHICLE,Bills,4,1515,1515,APPROVED,,6/27/2022,6/27/2022,,P,TX,714,CAR,1515,0,TOKEN COLLATERAL,1.tov-Vehicle T2,12,4,885.12,22.128,136.12,84,7,
431,6/24/2022,Auto Refinance,VEHICLE,Refinance,66115.35,66148.35,,DECLINED,7/6/2022,7/6/2022,,,P,TX,707,CAR,58125,0,2 YR USED,1.tov-Vehicle T2,66,4,1,37.527,0,20,1.67,"Application Incomplete
"
621,6/24/2022,Auto Refinance,VEHICLE,Refinance,2141.8,21438.8,,DECLINED,7/6/2022,7/6/2022,,,C,TX,678,CAR,31000,0,3 YR USED,,66,6,1,17.011,0,72,6,"Application Incomplete
"
621,6/24/2022,Auto Refinance,VEHICLE,Refinance,2141.8,21438.8,,DECLINED,7/6/2022,7/6/2022,,,P,TX,647,CAR,31000,0,3 YR USED,1.tov-Vehicle T3,66,6,1,17.011,0,36,3,"Application Incomplete
"
812,6/25/2022,Auto Refinance,VEHICLE,Refinance,37775.6,3788.6,,APPROVED,,6/27/2022,6/27/2022,,P,TX,739,CAR,37775.06,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,7,709.44,9.693,0,20,1.67,
843,6/25/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,53947.14,52766.59,52766.59,APPROVED,,6/29/2022,6/29/2022,6/30/2022,P,TX,647,CAR,45100,0,2 YR USED,1.tov-Vehicle T3,66,7,1,20.427,976.56,12,1,
680,6/25/2022,Auto Refinance,VEHICLE,Refinance,3228,37455.95,371.71,APPROVED,,7/20/2022,7/20/2022,,P,TX,681,CAR,45875,0,2 yr USED,1.tov-Vehicle T4,66,4,1,33.046,682.64,24,2,
222,6/26/2022,Auto Refinance,VEHICLE,Refinance,8889.84,7575,,DECLINED,6/27/2022,6/27/2022,,,P,TX,754,CAR,7575,0,6-10 YR USED,6.tov-Vehicle T1,36,4,1,26.034,0,109,9.08,Value or type of collateral not sufficient
781,6/27/2022,Other Secured Loan,VEHICLE,Bills,1,1533,1533,APPROVED,,6/30/2022,6/30/2022,6/30/2022,P,TX,673,CAR,28475,0,3 YR USED,1.tov-Vehicle T3,60,8,3,37.789,303.16,61,5.08,
488,6/27/2022,Auto Refinance,VEHICLE,Refinance,4429.89,44589.29,44589.29,APPROVED,,7/5/2022,7/5/2022,7/5/2022,P,TX,784,CAR,38550,0,3 YR USED,1.tov-Vehicle T1,66,3,1,38.033,786.06,278,23.17,
891,6/27/2022,New Vehicle Loan,VEHICLE,Dealer Purchase,3,2425.4,2425.4,APPROVED,,7/28/2022,7/28/2022,,P,TX,657,CAR,22850,0,2 YR USED,1.tov-Vehicle T3,66,6,636.47,9.654,433.93,33,2.75,
103,6/27/2022,Auto Refinance,VEHICLE,Refinance,38294.5,38327.5,,APPROVED,,7/8/2022,7/8/2022,,C,TX,746,CAR,35240,0,1 YR USED/REFI 72 MO,,72,5,2,47.568,0,32,2.67,
103,6/27/2022,Auto Refinance,VEHICLE,Refinance,38294.5,38327.5,,APPROVED,,7/8/2022,7/8/2022,,P,TX,742,CAR,35240,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5,2,47.568,0,6,0.5,
833,6/27/2022,Auto Refinance,VEHICLE,Refinance,9845.39,9878.39,,DECLINED,7/13/2022,7/13/2022,,,P,TX,739,CAR,24700,0,2 YR USED,1.tov-Vehicle T2,48,4,1,36.45,0,29,2.42,Length of employment
483,6/27/2022,Auto Refinance,VEHICLE,Refinance,5259.61,5382.49,5382.49,APPROVED,,6/30/2022,6/30/2022,,P,NM,697,CAR,5575,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2,634.66,24.968,212.66,36,3,
126,6/27/2022,Other Secured Loan,VEHICLE,Bills,8,6,6,DECLINED,7/1/2022,7/1/2022,6/28/2022,,P,TX,642,CAR,6730,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,1,3,307.045,236.45,120,10,Income insufficient for amount of credit requested
513,6/27/2022,Auto Refinance,VEHICLE,Refinance,122.1,1256.76,1256.76,APPROVED,,6/27/2022,6/27/2022,,P,TX,668,CAR,19575,0,4 YR USED,1.tov-Vehicle T3,51,3,925.84,28.933,280.84,42,3.5,
861,6/27/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,35,3235,,DECLINED,7/26/2022,7/26/2022,,,P,TX,717,CAR,26200,0,5 YR USED,1.tov-Vehicle T3,48,4,1,45.89,0,24,2,Value or type of collateral not sufficient
836,6/28/2022,Other Secured Loan,VEHICLE,Purchase-Other,1,6,6,APPROVED,,6/30/2022,6/30/2022,7/4/2022,P,TX,677,CAR,13175,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,3,236.41,6.89,237.4,241,20.08,
781,6/28/2022,Auto Refinance,VEHICLE,Refinance,22919.71,22947.71,22833.17,APPROVED,6/28/2022,6/29/2022,6/29/2022,6/29/2022,P,TX,638,CAR,25550,0,2 YR USED,1.tov-Vehicle T3,66,6,3,48.235,345.96,12,1,Income insufficient for amount of credit requested
489,6/28/2022,Auto Refinance,VEHICLE,Refinance,18779.76,18784.76,,APPROVED,6/28/2022,6/28/2022,6/28/2022,,P,NM,666,CAR,20975,0,5 YR USED,1.tov-Vehicle T3,48,4,1,28.962,0,12,1,Income insufficient for amount of credit requested
453,6/28/2022,Auto Refinance,VEHICLE,Refinance,28,27772.19,27772.19,APPROVED,,6/28/2022,6/28/2022,,P,TX,765,CAR,46150,0,4 YR USED,1.tov-Vehicle T1,54,3,874.25,22.483,586.25,80,6.67,
437,6/28/2022,Auto Refinance,VEHICLE,Refinance,27866,2815.9,2815.9,APPROVED,,6/29/2022,6/29/2022,,P,NM,624,CAR,27300,0,4 YR USED,1.tov-Vehicle T3,54,5,1,33.367,624.83,24,2,
879,6/28/2022,Auto Refinance,VEHICLE,Refinance,34458.14,34486.14,,APPROVED,,6/29/2022,6/29/2022,,P,TX,705,CAR,35075,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,4,1,32.899,0,240,20,
813,6/28/2022,Auto Refinance,VEHICLE,Refinance,61741.49,61774.49,61774.49,APPROVED,,7/7/2022,7/7/2022,7/9/2022,C,TX,,CAR,56725,0,2 YR USED,,66,4,1,26.257,1067.4,240,20,
813,6/28/2022,Auto Refinance,VEHICLE,Refinance,61741.49,61774.49,61774.49,APPROVED,,7/7/2022,7/7/2022,7/9/2022,P,TX,757,CAR,56725,0,2 YR USED,1.tov-Vehicle T1,66,4,1,26.257,1067.4,84,7,
103,6/28/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,25,26814.45,,APPROVED,,7/5/2022,7/5/2022,,P,TX,696,CAR,31825,0,2 YR USED,1.tov-Vehicle T3,66,6,2,32.96,0,162,13.5,
577,6/28/2022,Auto Refinance,VEHICLE,Refinance,31179.46,35,,DECLINED,7/13/2022,7/13/2022,,,C,TX,642,CAR,30050,0,6-10 YR USED,,36,5,2,50.522,0,1,0.08,Value or type of collateral not sufficient
577,6/28/2022,Auto Refinance,VEHICLE,Refinance,31179.46,35,,DECLINED,7/13/2022,7/13/2022,,,P,TX,622,CAR,30050,0,6-10 YR USED,1.tov-Vehicle T3,36,5,2,50.522,0,42,3.5,Value or type of collateral not sufficient
120,6/28/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,37,36535.46,,APPROVED,,6/29/2022,6/29/2022,,P,TX,761,CAR,32600,0,3 YR USED,1.tov-Vehicle T1,66,18,5,26.861,0,30,2.5,
103,6/29/2022,Auto Refinance,VEHICLE,Refinance,1369.23,1374.23,,DECLINED,7/14/2022,7/14/2022,,,P,NM,707,CAR,20550,0,3 YR USED,1.tov-Vehicle T2,48,2,570.53,21.396,0,66,5.5,"Application Incomplete
"
103,6/29/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,17,11728.1,11728.1,APPROVED,6/30/2022,7/1/2022,7/1/2022,7/5/2022,P,TX,629,CAR,13375,0,6-10 YR USED,1.tov-Vehicle T3,36,2,1,42.095,389.08,15,1.25,Value or type of collateral not sufficient
656,6/29/2022,Used Vehicle Loan,VEHICLE,Bills,15,1533,1533,APPROVED,,6/29/2022,6/29/2022,6/29/2022,P,TX,692,CAR,4700,0,TOKEN COLLATERAL,1.tov-Vehicle T3,18,1,196.84,12.179,96.38,12,1,
430,6/29/2022,Auto Refinance,VEHICLE,Refinance,23,22844.38,22844.38,APPROVED,,6/29/2022,6/29/2022,,C,TX,766,CAR,34200,0,4 YR USED,,54,15,3,23.148,490.48,36,3,
430,6/29/2022,Auto Refinance,VEHICLE,Refinance,23,22844.38,22844.38,APPROVED,,6/29/2022,6/29/2022,,P,TX,744,CAR,34200,0,4 YR USED,1.tov-Vehicle T2,54,15,3,23.148,490.48,12,1,
893,6/29/2022,New Vehicle Loan,VEHICLE,Dealer Purchase,59,5772.25,5772.25,APPROVED,7/24/2022,7/27/2022,7/27/2022,7/27/2022,C,TX,748,CAR,55720,0,72 MO NEW,,72,9,3,37.827,955.79,12,1,Application Incomplete
893,6/29/2022,New Vehicle Loan,VEHICLE,Dealer Purchase,59,5772.25,5772.25,APPROVED,7/24/2022,7/27/2022,7/27/2022,7/27/2022,P,TX,699,CAR,55720,0,72 MO NEW,1.tov-Vehicle T3,72,9,3,37.827,955.79,12,1,"Application Incomplete
"
629,6/29/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,53415.63,48379,48379.5,APPROVED,7/12/2022,7/28/2022,7/28/2022,,P,TX,664,CAR,41350,0,4 YR USED,1.tov-Vehicle T3,54,7,3,47.044,1078.89,348,29,"
Value or type of collateral not sufficient"
103,6/29/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,19,6,,DECLINED,7/6/2022,7/6/2022,7/5/2022,,P,AZ,667,CAR,22150,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2,938.41,37.208,0,186,15.5,Value or type of collateral not sufficient
607,6/29/2022,Auto Refinance,VEHICLE,Refinance,38439.39,38439.39,,APPROVED,,6/30/2022,6/30/2022,,P,TX,696,CAR,41775,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T4,66,4,1,28.71,0,52,4.33,
822,6/30/2022,Auto Refinance,VEHICLE,Refinance,183.81,18318.81,,DECLINED,7/14/2022,7/14/2022,,,P,TX,745,CAR,26850,0,6-10 YR USED,1.tov-Vehicle T2,36,3,1,47.444,0,194,16.17,"Application Incomplete
"
496,6/30/2022,Auto Refinance,VEHICLE,Refinance,2743.36,2771.36,2,APPROVED,7/14/2022,7/15/2022,7/15/2022,,P,TX,652,CAR,28425,0,3 YR USED,1.tov-Vehicle T3,66,3,1,44.387,303.04,72,6,"Application Incomplete
"
870,6/30/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,25,24423.65,24423.65,APPROVED,,6/30/2022,6/30/2022,6/30/2022,P,TX,670,CAR,20875,0,2 YR USED,1.tov-Vehicle T3,66,1,647.39,32.562,447.33,102,8.5,
102,6/30/2022,Auto Refinance,VEHICLE,Refinance,35,2355,2355,APPROVED,7/5/2022,7/6/2022,7/6/2022,,P,TX,688,CAR,2355,0,TOKEN COLLATERAL,1.tov-Vehicle T3,24,6,1,17.877,112.58,24,2,Length of employment
852,6/30/2022,Auto Refinance,VEHICLE,Refinance,28463,28618.4,28618.4,APPROVED,,6/30/2022,6/30/2022,,P,TX,771,CAR,28030,0,72 mo NEW,1.tov-Vehicle T1,72,3,929.5,29.048,456.53,12,1,
102,6/30/2022,Used Vehicle Loan,VEHICLE,Bills,5,4388,4388,DECLINED,7/25/2022,7/25/2022,7/1/2022,,P,TX,664,CAR,4388,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,2,2,88.213,172.92,52,4.33,"

Income insufficient for amount of credit requested"
699,6/30/2022,Auto Refinance,VEHICLE,Refinance,13144.17,13179.67,,DECLINED,7/14/2022,7/14/2022,,,P,TX,719,CAR,20325,0,4 YR USED,1.tov-Vehicle T2,54,3,571.95,18.028,0,48,4,"Application Incomplete
"
358,6/30/2022,Auto Refinance,VEHICLE,Refinance,75,7,,APPROVED,,7/1/2022,7/1/2022,,P,TX,723,CAR,7275,0,TOKEN COLLATERAL,1.tov-Vehicle T2,30,7,2,37.187,0,241,20.08,
528,6/30/2022,Auto Refinance,VEHICLE,Refinance,25417.48,2545.48,,DECLINED,7/19/2022,7/19/2022,,,P,TX,648,CAR,28020,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T3,66,4,2,47.375,0,258,21.5,"Application Incomplete
"
365,6/30/2022,Auto Refinance,VEHICLE,Refinance,22614.43,22642.43,,APPROVED,,7/5/2022,7/5/2022,,C,TX,,CAR,22300,0,4 YR USED,,54,9,2,26.033,0,30,2.5,
365,6/30/2022,Auto Refinance,VEHICLE,Refinance,22614.43,22642.43,,APPROVED,,7/5/2022,7/5/2022,,P,TX,760,CAR,22300,0,4 YR USED,1.tov-Vehicle T1,54,9,2,26.033,0,36,3,
607,6/30/2022,Auto Refinance,VEHICLE,Refinance,21512.57,21548.7,21548.7,APPROVED,,7/1/2022,7/1/2022,,P,TX,696,CAR,27400,0,2 YR USED,1.tov-Vehicle T4,66,3,1,37.722,423.62,52,4.33,
545,6/30/2022,Auto Refinance,VEHICLE,Refinance,28678.19,28711.19,,DECLINED,7/14/2022,7/14/2022,,,P,TX,797,CAR,31900,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,2,1,48.685,0,36,3,"Application Incomplete
"
351,6/30/2022,Auto Refinance,VEHICLE,Refinance,1219.45,12144.95,,DECLINED,7/14/2022,7/14/2022,,,P,TX,729,CAR,20625,0,6-10 YR USED,1.tov-Vehicle T2,36,4,604.92,13.839,0,81,6.75,"Application Incomplete
"
461,6/30/2022,Auto Refinance,VEHICLE,Refinance,34223.72,34251.72,,DECLINED,7/14/2022,7/14/2022,,,C,TX,640,CAR,35825,0,2 YR USED,,66,5,1,26.293,0,36,3,"Application Incomplete
"
461,6/30/2022,Auto Refinance,VEHICLE,Refinance,34223.72,34251.72,,DECLINED,7/14/2022,7/14/2022,,,P,TX,625,CAR,35825,0,2 YR USED,1.tov-Vehicle T3,66,5,1,26.293,0,16,1.33,"Application Incomplete
"
103,6/30/2022,Auto Refinance,VEHICLE,Refinance,27862.56,27898.6,,DECLINED,7/26/2022,7/26/2022,,,P,TX,700,CAR,29275,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T2,66,3,993.2,28.698,0,12,1,"Application Incomplete
"
655,6/30/2022,Auto Refinance,VEHICLE,Refinance,19576.1,19581.1,,DECLINED,7/14/2022,7/14/2022,,,P,NM,763,CAR,26275,0,1 YR USED/REFI 60 MO,1.tov-Vehicle T1,66,2,364.68,13.676,0,24,2,"Application Incomplete
"
103,7/1/2022,Auto Refinance,VEHICLE,Refinance,33324.94,22325,,DECLINED,7/14/2022,7/14/2022,,,P,MO,692,CAR,26250,0,4 YR USED,1.tov-Vehicle T3,54,4,910.66,19.106,0,35,2.92,"Application Incomplete
"
622,7/1/2022,Auto Refinance,VEHICLE,Refinance,56718.64,56752.14,,DECLINED,7/14/2022,7/14/2022,,,P,TX,732,CAR,58100,0,3 YR USED,1.tov-Vehicle T2,66,8,2,28.875,0,6,0.5,"Application Incomplete
"
211,7/1/2022,Auto Refinance,VEHICLE,Refinance,5,528,,APPROVED,,7/1/2022,7/1/2022,,P,TX,826,CAR,27650,0,6-10 YR USED,6.tov-Vehicle T1,36,11,1,11.645,0,18,1.5,
443,7/1/2022,Auto Refinance,VEHICLE,Refinance,32724.93,3276.43,,DECLINED,7/14/2022,7/14/2022,,,P,TX,633,CAR,35650,0,5 YR USED,1.tov-Vehicle T3,48,3,826.9,24.81,0,12,1,"Application Incomplete
"
433,7/1/2022,Used Vehicle Loan,VEHICLE,Refinance,5,19851.39,19851.39,APPROVED,,7/18/2022,7/18/2022,,P,TX,647,CAR,22400,0,2 YR USED,1.tov-Vehicle T3,60,4,1,26.043,386.05,96,8,
664,7/1/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,1,12837.5,12837.5,APPROVED,7/21/2022,7/21/2022,7/21/2022,7/21/2022,P,TX,655,CAR,14850,0,6-10 YR USED,1.tov-Vehicle T3,36,5,1,30.158,419.34,504,42,"Application Incomplete
"
622,7/1/2022,Auto Refinance,VEHICLE,Refinance,32,33125.48,33125.48,APPROVED,,7/28/2022,7/28/2022,7/29/2022,P,TX,631,CAR,36950,0,4 YR USED,1.tov-Vehicle T3,54,2,961.19,45.275,719.73,64,5.33,
433,7/2/2022,Other Secured Loan,VEHICLE,Refinance,45,3245,3245,APPROVED,,7/11/2022,7/11/2022,7/11/2022,P,TX,628,CAR,3245,0,TOKEN COLLATERAL,1.tov-Vehicle T3,30,4,187.86,4.267,128.85,108,9,
611,7/2/2022,Auto Refinance,VEHICLE,Refinance,146,14796.94,14745.6,APPROVED,,7/12/2022,7/12/2022,,C,TX,749,CAR,17025,0,6-10 YR USED,,36,6,1,19.557,488.95,136,11.33,
611,7/2/2022,Auto Refinance,VEHICLE,Refinance,146,14796.94,14745.6,APPROVED,,7/12/2022,7/12/2022,,P,TX,653,CAR,17025,0,6-10 YR USED,1.tov-Vehicle T2,36,6,1,19.557,488.95,63,5.25,
103,7/2/2022,Used Vehicle Loan,VEHICLE,Private Party Purchase,65,638,638,APPROVED,7/22/2022,7/29/2022,7/29/2022,7/29/2022,C,TX,665,CAR,54575,0,1 YR USED/REFI 72 MO,,72,7,3,47.327,1066.89,50,4.17,Application Incomplete
103,7/2/2022,Used Vehicle Loan,VEHICLE,Private Party Purchase,65,638,638,APPROVED,7/22/2022,7/29/2022,7/29/2022,7/29/2022,P,TX,717,CAR,54575,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T3,72,7,3,47.327,1066.89,3,0.25,"Application Incomplete
"
656,7/2/2022,Auto Refinance,VEHICLE,Refinance,341.95,31961.98,31961.98,DECLINED,7/22/2022,7/22/2022,7/5/2022,7/5/2022,P,TX,766,CAR,37675,0,2 YR USED,1.tov-Vehicle T1,66,8,1,19.457,556.7,72,6,Unable to verify income
846,7/2/2022,Used Vehicle Loan,VEHICLE,Dealer Purchase,3,36453.16,36453.16,APPROVED,,7/7/2022,7/7/2022,7/7/2022,P,TX,N/A,CAR,37400,0,3 YR USED,1.tov-Vehicle T3,66,4,678.78,14.542,679.25,157,13.08,
653,7/4/2022,Auto Refinance,VEHICLE,Refinance,1195,11595.41,11595.41,APPROVED,7/4/2022,7/5/2022,7/5/2022,7/5/2022,P,TX,744,CAR,21500,0,4 YR USED,1.tov-Vehicle T2,54,3,1,44.368,249.47,180,15,Income insufficient for amount of credit requested
629,7/4/2022,Other Secured Loan,VEHICLE,Refinance,15,133,133,APPROVED,7/4/2022,7/8/2022,7/8/2022,7/13/2022,P,TX,756,CAR,26600,0,6-10 YR USED,1.tov-Vehicle T1,36,4,2,42.72,321.67,12,1,Income insufficient for amount of credit requested
413,7/4/2022,Auto Refinance,VEHICLE,Refinance,24,17523.81,17523.81,APPROVED,,7/5/2022,7/5/2022,7/13/2022,P,TX,659,CAR,23575,0,4 YR USED,1.tov-Vehicle T3,54,5,1,33.154,389.62,36,3,
491,7/4/2022,Auto Refinance,VEHICLE,Refinance,83,9175,9175,APPROVED,,8/2/2022,8/2/2022,,P,AZ,623,CAR,9175,0,6-10 YR USED,1.tov-Vehicle T3,36,1,408.77,37.036,304.56,12,1,
103,7/4/2022,Used Vehicle Loan,VEHICLE,Refinance,28,29733.76,29733.76,APPROVED,,7/5/2022,7/5/2022,7/5/2022,P,TX,791,CAR,34900,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T1,72,4,1,38.392,476.82,150,12.5,
570,7/5/2022,Auto Refinance,VEHICLE,Refinance,34,34469.67,34469.67,APPROVED,,7/5/2022,7/5/2022,7/5/2022,P,TX,694,CAR,40700,0,5 YR USED,1.tov-Vehicle T3,48,5,2,45.488,867.23,57,4.75,
374,7/5/2022,Auto Refinance,VEHICLE,Refinance,15542.81,15578.31,15578.31,APPROVED,,7/5/2022,7/5/2022,7/5/2022,P,TX,660,CAR,20400,0,5 YR USED,1.tov-Vehicle T3,48,12,3,24.629,392.29,132,11,
696,7/5/2022,Auto Refinance,VEHICLE,Refinance,2,26625,26625,APPROVED,,7/22/2022,7/22/2022,7/22/2022,P,TX,N/A,CAR,26625,0,6-10 YR USED,1.tov-Vehicle T1,36,3,854.12,24.638,854.92,36,3,
505,7/5/2022,Auto Refinance,VEHICLE,Refinance,1131.43,11343.43,,APPROVED,,7/5/2022,7/5/2022,,P,TX,690,CAR,15250,0,5 YR USED,1.tov-Vehicle T3,48,4,378.19,8.899,0,12,1,
211,7/5/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,15856.99,15856.99,15856.99,APPROVED,,7/7/2022,7/7/2022,7/6/2022,C,TX,717,CAR,93695,0,1 YR USED/REFI 72 MO,,72,12,5,44.281,1810.77,12,1,
211,7/5/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,15856.99,15856.99,15856.99,APPROVED,,7/7/2022,7/7/2022,7/6/2022,P,TX,644,CAR,93695,0,1 YR USED/REFI 72 MO,6.tov-Vehicle T3,72,12,5,44.281,1810.77,12,1,
699,7/5/2022,Auto Refinance,VEHICLE,Refinance,1,8969.99,8969.99,APPROVED,,7/6/2022,7/6/2022,7/6/2022,P,TX,715,CAR,18225,0,6-10 YR USED,1.tov-Vehicle T2,36,1,716.2,40.039,291.01,12,1,
890,7/5/2022,Used Vehicle Loan,VEHICLE,Purchase-Other,37854.79,37887.79,,APPROVED,,7/6/2022,7/6/2022,,P,TX,737,CAR,39755,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,5,2,39.105,0,12,1,
682,7/5/2022,Auto Refinance,VEHICLE,Refinance,35,33753.28,33753.28,APPROVED,,7/5/2022,7/5/2022,7/5/2022,P,TX,742,CAR,36050,0,1 YR USED/REFI 72 MO,1.tov-Vehicle T2,72,3,581.22,15.805,556.64,184,15.33,
