timestamp,coin,price
2025-09-03 20:36:36,BTC-USD,111965.155
2025-09-03 20:36:37,ETH-USD,4471.905
2025-09-03 20:36:37,SOL-USD,210.56
2025-09-03 20:36:38,TOSHI-USD,0.00058385
2025-09-03 20:36:38,DOGE-USD,0.219285
2025-09-03 20:36:39,CRO-USD,0.27245
2025-09-03 20:36:39,VET-USD,0.02395
2025-09-03 20:36:39,PENGU-USD,0.030715
2025-09-03 20:36:40,TURBO-USD,0.0038745
2025-09-03 20:36:40,XRP-USD,2.84195
2025-09-03 20:36:49,BTC-USD,111945.065
2025-09-03 20:36:50,ETH-USD,4470.835
2025-09-03 20:36:50,SOL-USD,210.56
2025-09-03 20:36:51,TOSHI-USD,0.00058385
2025-09-03 20:36:51,DOGE-USD,0.219255
2025-09-03 20:36:51,CRO-USD,0.2722
2025-09-03 20:36:52,VET-USD,0.02395
2025-09-03 20:36:52,PENGU-USD,0.030715
2025-09-03 20:36:53,TURBO-USD,0.0038745
2025-09-03 20:36:53,XRP-USD,2.84195
2025-09-03 20:37:02,BTC-USD,111954.9
2025-09-03 20:37:03,ETH-USD,4470.935
2025-09-03 20:37:03,SOL-USD,210.56
2025-09-03 20:37:03,TOSHI-USD,0.00058385
2025-09-03 20:37:04,DOGE-USD,0.219275
2025-09-03 20:37:04,CRO-USD,0.2722
2025-09-03 20:37:05,VET-USD,0.02395
2025-09-03 20:37:05,PENGU-USD,0.03075
2025-09-03 20:37:05,TURBO-USD,0.0038745
2025-09-03 20:37:06,XRP-USD,2.84165
2025-09-03 20:37:15,BTC-USD,111954.9
2025-09-03 20:37:15,ETH-USD,4470.935
2025-09-03 20:37:16,SOL-USD,210.455
2025-09-03 20:37:16,TOSHI-USD,0.00058385
2025-09-03 20:37:16,DOGE-USD,0.219265
2025-09-03 20:37:17,CRO-USD,0.2722
2025-09-03 20:37:17,VET-USD,0.02395
2025-09-03 20:37:18,PENGU-USD,0.03073
2025-09-03 20:37:18,TURBO-USD,0.003872
2025-09-03 20:37:18,XRP-USD,2.84125
2025-09-03 20:37:28,BTC-USD,111925.065
2025-09-03 20:37:28,ETH-USD,4470.275
2025-09-03 20:37:28,SOL-USD,210.455
2025-09-03 20:37:29,TOSHI-USD,0.00058385
2025-09-03 20:37:29,DOGE-USD,0.219265
2025-09-03 20:37:29,CRO-USD,0.2722
2025-09-03 20:37:30,VET-USD,0.02395
2025-09-03 20:37:30,PENGU-USD,0.03073
2025-09-03 20:37:30,TURBO-USD,0.003871
2025-09-03 20:37:31,XRP-USD,2.84105
2025-09-03 20:37:40,BTC-USD,111908.685
2025-09-03 20:37:40,ETH-USD,4469.985
2025-09-03 20:37:41,SOL-USD,210.455
2025-09-03 20:37:41,TOSHI-USD,0.00058385
2025-09-03 20:37:41,DOGE-USD,0.21919
2025-09-03 20:37:42,CRO-USD,0.2722
2025-09-03 20:37:42,VET-USD,0.023915
2025-09-03 20:37:42,PENGU-USD,0.030715
2025-09-03 20:37:43,TURBO-USD,0.00387
2025-09-03 20:37:43,XRP-USD,2.84105
2025-09-03 20:37:52,BTC-USD,111886.475
2025-09-03 20:37:53,ETH-USD,4468.455
2025-09-03 20:37:53,SOL-USD,210.48
2025-09-03 20:37:53,TOSHI-USD,0.00058375
2025-09-03 20:37:54,DOGE-USD,0.21919
2025-09-03 20:37:54,CRO-USD,0.2722
2025-09-03 20:37:55,VET-USD,0.023915
2025-09-03 20:37:55,PENGU-USD,0.030715
2025-09-03 20:37:55,TURBO-USD,0.003869
2025-09-03 20:37:56,XRP-USD,2.84055
2025-09-03 20:38:05,BTC-USD,111886.475
2025-09-03 20:38:05,ETH-USD,4467.595
2025-09-03 20:38:06,SOL-USD,210.4
2025-09-03 20:38:06,TOSHI-USD,0.00058375
2025-09-03 20:38:06,DOGE-USD,0.21917
2025-09-03 20:38:07,CRO-USD,0.27215
2025-09-03 20:38:07,VET-USD,0.023915
2025-09-03 20:38:08,PENGU-USD,0.030705
2025-09-03 20:38:08,TURBO-USD,0.003869
2025-09-03 20:38:08,XRP-USD,2.83925
2025-09-03 20:38:18,BTC-USD,111890.415
2025-09-03 20:38:18,ETH-USD,4467.785
2025-09-03 20:38:18,SOL-USD,210.35
2025-09-03 20:38:19,TOSHI-USD,0.00058375
2025-09-03 20:38:19,DOGE-USD,0.21917
2025-09-03 20:38:20,CRO-USD,0.27225
2025-09-03 20:38:20,VET-USD,0.023915
2025-09-03 20:38:21,PENGU-USD,0.03068
2025-09-03 20:38:21,TURBO-USD,0.003868
2025-09-03 20:38:21,XRP-USD,2.83925
